node_id,lower_word,normal_case,entity_type,degree
5474,self - training learning,Self - training learning,0,1
5475,abstract automatic speech emotion detection,Abstract Automatic speech emotion detection,0,1
5476,internet traffic prediction,Internet traffic prediction,0,1
5477,single cell rnns,single cell RNNs,0,1
5478,facial beauty,facial beauty,0,1
5479,computer version,computer version,0,1
5480,forward looking infrared flir,Forward Looking Infrared FLIR,0,1
5481,information systems development,information systems development,0,1
5482,public private partnerships,public private partnerships,0,1
5483,human - machine interaction,human - machine interaction,0,1
5484,pork fluctuation,pork fluctuation,0,1
5485,microwave impedance matching,microwave impedance matching,0,1
5486,online mirror descent omd,online mirror descent OMD,1,1
5487,game -,game -,1,1
5488,-variational stability,-variational stability,1,1
5489,delayed mirror descent dmd,delayed mirror descent DMD,1,1
5490,general equilibrium stability notion,general equilibrium stability notion,1,1
5491,neural network,neural network,1,71
5492,slope stability analysis model,slope stability analysis model,1,1
5493,chaos ant colony,chaos ant colony,1,1
5494,chaos ant colony neural network,chaos ant colony neural network,1,1
5495,slope stability analysis,slope stability analysis,1,1
5496,neural network model,neural network model,1,4
5497,chaos ant colony algorithm,chaos ant colony algorithm,1,1
5498,dynamics model,dynamics model,1,1
5499,vector machines svms,Vector Machines SVMs,1,3
5500,support,Support,1,5
5501,non - functional requirements,Non - functional Requirements,1,1
5502,organizational business models bms,organizational Business Models BMs,1,1
5503,genetic algorithm ga,genetic algorithm GA,1,3
5504,fuzzy controller,fuzzy controller,1,3
5505,extended,extended,1,1
5506,fuzzy logic controllers,Fuzzy logic controllers,1,1
5507,kalman filter,Kalman filter,1,5
5508,kalman filter ekf approach,Kalman filter EKF approach,1,1
5509,genetic algorithm,genetic algorithm,1,12
5510,binary logit,Binary logit,1,1
5511,zhang - suen algorithm,Zhang - suen algorithm,1,1
5512,probabilistic,probabilistic,1,3
5513,probabilistic reasoning,probabilistic reasoning,1,1
5514,mirror - symmetric patches,mirror - symmetric patches,1,1
5515,hough voting,Hough voting,1,1
5516,fuzzy pid tuning method,fuzzy PID tuning method,1,1
5517,fuzzy,Fuzzy,1,7
5518,fuzzy pid controller,fuzzy PID controller,1,1
5519,initial data analysis,Initial Data Analysis,1,1
5520,neurocognitive pattern,Neurocognitive Pattern,1,1
5521,wigner time - frequency distributions,Wigner time - frequency distributions,1,1
5522,eeg,EEG,1,1
5523,event - related covariances,Event - Related Covariances,1,1
5524,semantic analysis,semantic analysis,1,1
5525,grey neural network,grey neural network,1,1
5526,keywordsgrey prediction,Keywordsgrey prediction,1,1
5527,grey neural network model,grey neural network model,1,1
5528,artificial neural network,artificial neural network,1,12
5529,dom tree,DOM tree,1,1
5530,recurrent neural,Recurrent Neural,1,1
5531,online learning bp algorithm,online learning BP algorithm,1,1
5532,adaptive recurrent neural networks arnn controller,Adaptive Recurrent Neural Networks ARNN controller,1,1
5533,artificial muscle pam,artificial muscle PAM,1,1
5534,raman shift,Raman shift,1,1
5535,parzen - window,Parzen - Window,1,1
5536,gyn - uterus,Gyn - Uterus,1,1
5537,raman spectroscopy,Raman spectroscopy,1,1
5538,discrete wavelet transform,discrete wavelet transform,1,1
5539,automatic recognition method,automatic recognition method,1,1
5540,artificial neural network ann,artificial neural network ANN,1,7
5541,artificial neural networks,artificial neural networks,1,12
5542,human - machine,human - machine,1,1
5543,bench - capon,Bench - Capon,1,1
5544,mark - sensing cards,mark - sensing cards,1,1
5545,temporal domain information,temporal domain information,1,1
5546,neural network system,neural network system,1,1
5547,neu - ral network,neu - ral network,1,1
5548,fuzzy - artmap network,Fuzzy - ARTMAP network,1,1
5549,recurrent - convolutional neural network,recurrent - convolutional neural network,1,1
5550,scikit - learn,scikit - learn,1,1
5551,endto gradient - based,endto gradient - based,1,1
5552,tensorflow,TensorFlow,1,1
5553,randomized contraction algorithm,randomized contraction algorithm,1,1
5554,unified energy equation,unified energy equation,1,1
5555,joint estimation,joint estimation,1,2
5556,co - training,co - training,1,2
5557,little theorem,Little Theorem,1,1
5558,fermat s statement,Fermat s statement,1,1
5559,wilson s theorem,Wilson s Theorem,1,1
5560,mobile wheeled inverted pendulum mechanical models,Mobile wheeled inverted pendulum mechanical models,1,1
5561,robust controller,robust controller,1,1
5562,two wheeled inverted pendulum mobile robot,two wheeled inverted pendulum mobile robot,1,1
5563,back - propagation,back - propagation,1,1
5564,neural networks,neural networks,1,36
5565,back propagation,Back Propagation,1,1
5566,rbf networks,RBF networks,1,1
5567,facial expressions classification,facial expressions classification,1,1
5568,gaussian,Gaussian,1,1
5569,optimisation algorithm,optimisation algorithm,1,1
5570,linear,linear,1,2
5571,bacterial swarming algorithm bsa,bacterial swarming algorithm BSA,1,1
5572,gaussian sampling algorithm,Gaussian sampling algorithm,1,1
5573,gaussian sampling,Gaussian sampling,1,1
5574,gaussian sampling algorithms,Gaussian sampling algorithms,1,1
5575,public ciphers,public ciphers,1,1
5576,edp - system,edp - system,1,1
5577,edp - based information,edp - based information,1,1
5578,fisher s linear discriminant,Fisher s Linear Discriminant,1,1
5579,vector machines,Vector Machines,1,2
5580,harmonic analysis,harmonic analysis,1,1
5581,adaptive routing algorithm,adaptive routing algorithm,1,1
5582,xy routing,XY routing,1,1
5583,congestion - aware adaptive routing algorithm,congestion - aware adaptive routing algorithm,1,1
5584,ball - and - string model,ball - and - string model,1,1
5585,dyxy adaptive algorithms,DyXY adaptive algorithms,1,1
5586,statistical package,Statistical Package,1,1
5587,solid heteronuclear nmr correlation experiment,solid heteronuclear NMR correlation experiment,1,1
5588,manifold learning,Manifold Learning,1,1
5589,evolutionary learning,Evolutionary Learning,1,1
5590,vector machine svm,Vector Machine SVM,1,4
5591,neural network - based frontal face detection system,neural network - based frontal face detection system,1,1
5592,y - dct,Y - DCT,1,1
5593,skin color filter,skin color filter,1,1
5594,cb dct,Cb DCT,1,1
5595,rbf network,RBF network,1,1
5596,high - dimension space covering,high - dimension space covering,1,1
5597,hopfield network,Hopfield network,1,2
5598,poisson distribution,Poisson distribution,1,1
5599,keywordscrowd massing,KeywordsCrowd Massing,1,1
5600,f - n curve,F - N curve,1,1
5601,group risk,Group Risk,1,1
5602,fire - disaster,fire - disaster,1,1
5603,reinforcement learning,reinforcement learning,1,3
5604,multi - robot task allocation algorithm,multi - robot task allocation algorithm,1,1
5605,multi dynamic task allocation,multi dynamic task allocation,1,1
5606,non - cooperation,non - cooperation,1,1
5607,fire - disaster response,fire - disaster response,1,1
5608,reinforcement learning algorithm,reinforcement learning algorithm,1,1
5609,multi robot,multi robot,1,1
5610,port - scanner,port - scanner,1,1
5611,hahn moments,Hahn moments,1,1
5612,krawtchouk moments,Krawtchouk moments,1,1
5613,tania protocol framework,Tania protocol framework,1,1
5614,tania - aha,Tania - AHA,1,1
5615,ad - hoc on demand protocol,Ad - Hoc On Demand Protocol,1,1
5616,tania - ahod,Tania - AHOD,1,1
5617,tania - sdtp,Tania - SDTP,1,1
5618,sensors data transmission protocol,Sensors Data Transmission Protocol,1,1
5619,frequency,Frequency,1,1
5620,ad - hoc alerts protocol,Ad - hoc Alerts Protocol,1,1
5621,rf - tania protocol framework,RF - Tania protocol framework,1,1
5622,neural - network model,neural - network model,1,1
5623,fuzzy rule - based approach,fuzzy rule - based approach,1,1
5624,machine - learning,machine - learning,1,1
5625,topology theory,topology theory,1,1
5626,l-bifuzzy scott closed subset,L-Bifuzzy Scott closed subset,1,1
5627,l-bifuzzy,L-Bifuzzy,1,1
5628,l-bifuzzy scottco - topological space,L-Bifuzzy ScottCo - topological space,1,1
5629,scottco - topological space,ScottCo - topological space,1,1
5630,l-bifuzzy domain,L-Bifuzzy domain,1,1
5631,fuzzy relations,fuzzy relations,1,1
5632,l-bifuzzy scott co - topological space,L-Bifuzzy Scott Co - topological space,1,1
5633,ewaa,EWAA,1,1
5634,enhanced weight arithmetic average operator,Enhanced Weight Arithmetic Average operator,1,1
5635,charleston insights,Charleston Insights,1,1
5636,svm support vector machine,SVM Support Vector Machine,1,1
5637,spam,Spam,1,2
5638,eeg - based wireless brain computer interface bci,EEG - based wireless brain computer interface BCI,1,1
5639,group method of data gmdh,Group Method of Data GMDH,1,1
5640,voltage time - series vts,voltage time - series VTS,1,1
5641,recovery,recovery,1,1
5642,entity - ranking task,entity - ranking task,1,1
5643,computational,computational,1,1
5644,context - awareness,context - awareness,1,2
5645,semantic web ontologies,Semantic Web ontologies,1,1
5646,context - reasoning system,context - reasoning system,1,1
5647,transductive learning,transductive learning,1,1
5648,dynamic model,dynamic model,1,1
5649,rbf neural network,RBF neural network,1,3
5650,adaptive constrained control scheme,adaptive constrained control scheme,1,1
5651,radial basis function rbf neural network,radial basis function RBF neural network,1,1
5652,jacobian information,Jacobian information,1,1
5653,rbf model,RBF model,1,1
5654,gradient descent method,gradient descent method,1,1
5655,deep neural networkdnn,deep neural networkDNN,1,1
5656,finite analysis,finite analysis,1,1
5657,particle swarm optimization algorithm,particle swarm optimization algorithm,1,1
5658,neural network classification model,neural network classification model,1,1
5659,uci machine learning repository,UCI Machine Learning Repository,1,3
5660,general - to - specific,general - to - specific,1,1
5661,linearized mathematical model,linearized mathematical model,1,1
5662,robogymnast,Robogymnast,1,1
5663,discrete - time linear quadratic regulator,discrete - time linear quadratic regulator,1,1
5664,mean - squared error,mean - squared error,1,1
5665,cryptarithmetic addition,cryptarithmetic addition,1,1
5666,feedforward network,feedforward network,1,1
5667,fokker - planck equation,Fokker - Planck equation,1,1
5668,inter - spike intervals,Inter - spike intervals,1,1
5669,mexican - hattype connectivity fmh,Mexican - Hattype connectivity FMH,1,1
5670,sliding - window model,sliding - window model,1,1
5671,semantic networks,semantic networks,1,1
5672,multi - agent model,multi - agent model,1,1
5673,bundle adjustment algorithm,bundle adjustment algorithm,1,1
5674,laplace approximation,Laplace approximation,1,1
5675,variational approximation,Variational approximation,1,1
5676,gaussian approximation,Gaussian approximation,1,1
5677,gaussian variational approximation,Gaussian variational approximation,1,1
5678,roll - forward recovery,Roll - Forward Recovery,1,1
5679,markov reward model,Markov Reward Model,1,1
5680,roll - forward checkpointing schemes rfcs,Roll - Forward Checkpointing Schemes RFCS,1,1
5681,twice dissimilar redundancy computer based,Twice Dissimilar Redundancy Computer based,1,1
5682,keywordsroll - forward checkpointing schemestdcs,KeywordsRoll - forward checkpointing schemesTDCS,1,1
5683,amplitude spectral density,amplitude spectral density,1,1
5684,uniform,Uniform,1,1
5685,electric field,electric field,1,1
5686,gate,Gate,1,1
5687,e - field,E - field,1,1
5688,fluorine,Fluorine,1,1
5689,fuzzy neural network,fuzzy neural network,1,4
5690,theory - evaluation,theory - evaluation,1,1
5691,fuzzy neural network model,fuzzy neural network model,1,1
5692,fuzzy and neural network,fuzzy and neural network,1,1
5693,intelligent segmentation,Intelligent segmentation,1,1
5694,scale - invariant feature transform,Scale - Invariant Feature Transform,1,1
5695,gabor filter,Gabor filter,1,2
5696,q - learning algorithm,Q - learning algorithm,1,1
5697,k - server problem,k - server problem,1,1
5698,tor server,Tor server,1,1
5699,back - propagation nn,Back - propagation NN,1,1
5700,tor,Tor,1,1
5701,friedman test,Friedman test,1,1
5702,p - value,p - value,1,1
5703,softsign x,softsign x,1,1
5704,wireshark network analyzer,Wireshark Network Analyzer,1,1
5705,number of nop,Number of NoP,1,1
5706,neural networks nns,Neural Networks NNs,1,2
5707,graph partitioning,graph partitioning,1,1
5708,privacy - by - design approach,Privacy - by - Design approach,1,1
5709,privacy - by - design,Privacy - by - Design,1,1
5710,regression framework,regression framework,1,1
5711,dynamic nelson siegel model,dynamic Nelson Siegel model,1,1
5712,mls image deformation method,MLS image deformation method,1,1
5713,rgb rgb - d,RGB RGB - D,1,1
5714,and - or graph aog,And - Or Graph AoG,1,1
5715,aog model,AoG model,1,1
5716,hierarchical neural - net,hierarchical neural - net,1,1
5717,neural net,neural net,1,3
5718,unsupervised neural algorithms,unsupervised neural algorithms,1,1
5719,gas cooled,gas cooled,1,1
5720,machine intelligence quotient miq,machine intelligence quotient MIQ,1,1
5721,sugeno fuzzy integral,Sugeno fuzzy integral,1,1
5722,choquet fuzzy integral,Choquet fuzzy integral,1,1
5723,fuzzy integrals,fuzzy integrals,1,1
5724,floatboost,FloatBoost,1,1
5725,adaboost,AdaBoost,1,4
5726,statistical model,statistical model,1,2
5727,adaboost algorithms,AdaBoost algorithms,1,1
5728,floatboost learning method,FloatBoost learning method,1,1
5729,floatboost learning,FloatBoost learning,1,1
5730,gaussian dog,Gaussian DOG,1,1
5731,mean - shift blob,mean - shift blob,1,1
5732,mean - shift algorithm,mean - shift algorithm,1,2
5733,mean - shift kernel,mean - shift kernel,1,1
5734,replication transparency,replication transparency,1,1
5735,genetic algorithms ,Genetic Algorithms ,1,1
5736,simulated annealing ,Simulated Annealing ,1,1
5737,super - resolution sr,Super - Resolution SR,1,1
5738,point spread function psf,Point Spread Function PSF,1,1
5739,registration exactitude,registration exactitude,1,1
5740,reconstruction - based,reconstruction - based,1,1
5741,probabilistic techniques,probabilistic techniques,1,1
5742,probabilistic framework,probabilistic framework,1,1
5743,coastal environmental information system,coastal environmental information system,1,1
5744,discrete - time,discrete - time,1,2
5745,lagrangian network,Lagrangian network,1,1
5746,lagrange optimization method,Lagrange optimization method,1,1
5747,discrete - time recurrent neural network,discrete - time recurrent neural network,1,1
5748,evolutionary programming,evolutionary programming,1,4
5749,equation - based model ebm,equation - based model EBM,1,1
5750,map of,Map of,1,1
5751,tableau - based methods,tableau - based methods,1,1
5752,primal partial instantiation,primal partial instantiation,1,1
5753,clause - linking technique,clause - linking technique,1,1
5754,disconnection,disconnection,1,1
5755,tableau calculus,tableau calculus,1,1
5756,saturation - based methods,saturation - based methods,1,1
5757,signal interference ratio sir,signal interference ratio SIR,1,1
5758,weighted fractional fourier transform,Weighted fractional Fourier transform,1,1
5759,equi - lookup string value index,equi - lookup string value index,1,1
5760,gradient descent search,gradient descent search,1,1
5761,alliant techsystems research technology,Alliant Techsystems Research Technology,1,1
5762,dynamic,dynamic,1,1
5763,multi objective optimization,multi objective optimization,1,1
5764,pareto ranking,Pareto ranking,1,1
5765,evacuation route,evacuation route,1,1
5766,multi - objective ga,multi - objective GA,1,1
5767,multi - objective genetic algorithm,multi - objective genetic algorithm,1,1
5768,dirac distributions,Dirac distributions,1,1
5769,neural networks theory,neural networks theory,1,1
5770,hebb rule,Hebb rule,1,1
5771,ising model,Ising model,1,1
5772,stress sleepiness,Stress Sleepiness,1,1
5773,self -,self -,1,3
5774,reporting - activities,reporting - Activities,1,1
5775,commit pc,commit PC,1,1
5776,low rank attribute embedding mtl - lorae framework,Low Rank Attribute Embedding MTL - LORAE framework,1,1
5777,attribute embedding error,attribute embedding error,1,1
5778,re - identification accuracy,re - identification accuracy,1,1
5779,mtl - lorae,MTL - LORAE,1,1
5780,shared task,Shared Task,1,1
5781,background - registration algorithm,background - registration algorithm,1,1
5782,generalized,generalized,1,4
5783,background - registration,background - registration,1,1
5784,background - registration model,background - registration model,1,1
5785,inverse transform theory,inverse transform theory,1,1
5786,graph embedding,graph embedding,1,1
5787,statistical machine learning algorithms,statistical machine learning algorithms,1,1
5788,bayes,Bayes,1,2
5789,bayes categorization algorithm,Bayes categorization algorithm,1,1
5790,general - purpose,general - purpose,1,1
5791,cyber - physical systems sensor networks,Cyber - Physical Systems Sensor Networks,1,1
5792,drone - be - gone dbeg,Drone - Be - Gone DbeG,1,1
5793,k - means genetic algorithm,K - means Genetic Algorithm,1,1
5794,genetic algorithms,Genetic Algorithms,1,4
5795,k - means algorithm,K - means algorithm,1,4
5796,fuzzy decision tree,fuzzy decision tree,1,1
5797,fuzzy id,Fuzzy ID,1,1
5798,fuzzy decision trees,fuzzy decision trees,1,1
5799,mutual information,mutual information,1,1
5800,minimization entropy,minimization entropy,1,1
5801,gabor filters,Gabor filters,1,1
5802,gabor wavelets,Gabor wavelets,1,1
5803,gabor wavelet transform,Gabor wavelet transform,1,1
5804,colour space transform,Colour Space Transform,1,1
5805,gaussian distribution,Gaussian distribution,1,1
5806,qualia - based exploitation,Qualia - based Exploitation,1,1
5807,operator - based situation awareness,Operator - based situation awareness,1,1
5808,infrastructure for information systems track,Infrastructure for Information Systems Track,1,1
5809,experimental and analysis track,Experimental and Analysis Track,1,1
5810,core database technology track,Core Database Technology Track,1,1
5811,ground - glass opacity nodules,Ground - Glass Opacity Nodules,1,1
5812,fov signal - to - noise ratio snr,FOV signal - to - noise ratio SNR,1,1
5813,constraint - based grammar frameworks,constraint - based grammar frameworks,1,1
5814,cost estimation relationship cer,Cost Estimation Relationship CER,1,1
5815,artificial neural networks anns,Artificial Neural Networks ANNs,1,2
5816,cost driver optimization cdo,Cost Driver Optimization CDO,1,1
5817,hierarchical model,hierarchical model,1,1
5818,recurrent neural network,recurrent neural network,1,4
5819,curriculum development toolkit,Curriculum Development Toolkit,1,1
5820,cooperative geographic routing ecgr,cooperative geographic routing ECGR,1,1
5821,d ear model,D ear model,1,1
5822,shape alignment,shape alignment,1,1
5823,d ear reconstruction,D ear reconstruction,1,1
5824,fourier amplitude sensitivity test,Fourier amplitude sensitivity test,1,1
5825,aff,Aff,1,1
5826,taylor expansion,Taylor expansion,1,1
5827,phase transition pt,Phase Transition PT,1,1
5828,competence map,Competence Map,1,1
5829,constraint satisfaction domain,Constraint Satisfaction domain,1,1
5830,water - energy nexus,water - energy nexus,1,1
5831,vector transport,Vector Transport,1,1
5832,risk potential index rpi model,Risk Potential Index RPI model,1,1
5833,trained,trained,1,1
5834,metal - semiconductor field effect,metal - semiconductor field effect,1,1
5835,hypertext markup language,HyperText Markup Language,1,1
5836,uniform resource locators,Uniform Resource Locators,1,1
5837,mobisaic,Mobisaic,1,1
5838,dynamic uniform resource locators url,Dynamic Uniform Resource Locators URL,1,1
5839,active documents,Active Documents,1,1
5840,machine - learning model,machine - learning model,1,1
5841,f-,F-,1,1
5842,mutative scale chaos optimization algorithm mscoa,mutative scale chaos optimization algorithm MSCOA,1,1
5843,tabu search,tabu search,1,1
5844,progressive optimality algorithm,progressive optimality algorithm,1,1
5845,rayleigh distribution,Rayleigh distribution,1,1
5846,adaptive learning mechanism,adaptive learning mechanism,1,1
5847,neural controller,neural controller,1,1
5848,adaptive neural controller,adaptive neural controller,1,1
5849,evolved,evolved,1,1
5850,fuzzy rough set theory,fuzzy rough set theory,1,1
5851,fault locating system,fault locating system,1,1
5852,fault locating method,fault locating method,1,1
5853,bayesian network,Bayesian network,1,2
5854,fault propagation model,fault propagation model,1,1
5855,artificial immune regulation air,artificial immune regulation AIR,1,1
5856,immune - based model,immune - based model,1,1
5857,global as view gav,Global As View GAV,1,1
5858,cluster analysis,Cluster analysis,1,1
5859,artificial bee colony abc algorithm,Artificial Bee Colony ABC Algorithm,1,1
5860,particle swarm algorithm pso,Particle Swarm Algorithm PSO,1,1
5861,gaussian mixture model,Gaussian mixture model,1,1
5862,probability distribution model,probability distribution model,1,1
5863,expectation - maximization em algorithm,expectation - maximization EM algorithm,1,1
5864,rgb color space,RGB color space,1,1
5865,hidden markov support vector machines,Hidden Markov Support Vector Machines,1,1
5866,hm - svms,HM - SVMs,1,1
5867,f - score,F - score,1,1
5868,hm - svm model,HM - SVM model,1,1
5869,ann - qsar,ANN - QSAR,1,1
5870,fuzzy control,fuzzy control,1,2
5871,fusion matrix theory,fusion matrix theory,1,1
5872,fuzzy controlxs,fuzzy controlxs,1,1
5873,magnetism - control,magnetism - control,1,1
5874,fuzzy neural networks,fuzzy neural networks,1,2
5875,fuzzy neural networks controller,Fuzzy neural networks controller,1,1
5876,dynamic terrain visualization,dynamic terrain visualization,1,1
5877,tree - to - tree,tree - to - tree,1,1
5878,kyotoebmt example - based machine translation framework,KyotoEBMT Example - Based Machine Translation framework,1,1
5879,pyramid bag - of - words,pyramid bag - of - words,1,1
5880,wireless,wireless,1,1
5881,bag - of - words model,bag - of - words model,1,1
5882,texture - spectrum,texture - spectrum,1,1
5883,texture - spectrum similarity,texture - spectrum similarity,1,1
5884,user interfaces,User Interfaces,1,1
5885,id - based restrictive partially blind signature,ID - based restrictive partially blind signature,1,1
5886,id - based restrictive partially blind signature scheme,ID - based restrictive partially blind signature scheme,1,1
5887,cross - efficiency evaluation,cross - efficiency evaluation,1,1
5888,cross - efficiency scores,cross - efficiency scores,1,1
5889,mixed integer linear problem milp,Mixed Integer Linear Problem MILP,1,1
5890,conditional dependence learning algorithm,conditional dependence learning algorithm,1,1
5891,gene network,Gene network,1,1
5892,linear matrix inequality lmi,linear matrix inequality LMI,1,1
5893,fractional - order complex dynamic networks,fractional - order complex dynamic networks,1,1
5894,observer - based control,observer - based control,1,1
5895,observer - based robust control,observer - based robust control,1,1
5896,closed systems,closed systems,1,1
5897,hidden markov model hmm,Hidden Markov Model HMM,1,1
5898,generalized gaussian gg distribution,Generalized Gaussian GG distribution,1,1
5899,expectation maximization em algorithm,Expectation Maximization EM algorithm,1,1
5900,gaussian hmm,Gaussian HMM,1,1
5901,agent uml linking paul,Agent UML Linking PAUL,1,1
5902,eclipse modeling framework emf paul,Eclipse Modeling Framework EMF PAUL,1,1
5903,agent unified modeling language auml,Agent Unified Modeling Language AUML,1,1
5904,k - means,k - means,1,2
5905,datadrivenorg,DataDrivenorg,1,1
5906,blood prediction,blood prediction,1,1
5907,shape - based clustering,shape - based clustering,1,1
5908,pattern recognition of health,Pattern Recognition of Health,1,1
5909,artiicial intelligence,Artiicial Intelligence,1,1
5910,adaptive,adaptive,1,3
5911,lyapunov function,Lyapunov function,1,1
5912,d - miner,D - Miner,1,1
5913,out - of - vocabulary oov,Out - Of - Vocabulary OOV,1,1
5914,shape representation scheme,shape representation scheme,1,1
5915,interior angle chain,Interior Angle Chain,1,2
5916,equilateral polygon approximation,equilateral polygon approximation,1,1
5917,shape representation,shape representation,1,1
5918,distribution - free generalization error bounds,distribution - free generalization error bounds,1,1
5919,pacbayesian theorem,PACBayesian theorem,1,1
5920,bayesian gaussian,Bayesian Gaussian,1,1
5921,bayesian gpc techniques,Bayesian GPC techniques,1,1
5922,vc type union bound,VC type union bound,1,1
5923,back propagation training algorithm,back propagation training algorithm,1,1
5924,bilateral consistency metric,bilateral consistency metric,1,1
5925,lambertian,Lambertian,1,1
5926,scam ,SCam ,1,1
5927,bilateral scam analysis,bilateral SCam analysis,1,1
5928,formal - logical theory,formal - logical theory,1,1
5929,complex - valued linear filtering,complex - valued linear filtering,1,1
5930,complex - valued filter,complex - valued filter,1,1
5931,complex - error entropy mcee,complex - error entropy MCEE,1,1
5932,complex - valued nonlinear channel equalization,complex - valued nonlinear channel equalization,1,1
5933,error entropy criterion,error entropy criterion,1,1
5934,complex - valued error,complex - valued error,1,1
5935,complex - valued learning algorithms,complex - valued learning algorithms,1,1
5936,complex error entropy criterion ceec,complex error entropy criterion CEEC,1,1
5937,complex gradient descent,complex gradient descent,1,1
5938,linear transverse filter,linear transverse filter,1,1
5939,gradient - free neural network learning algorithm,gradient - free neural network learning algorithm,1,1
5940,neural network nn learning controller,neural network NN learning controller,1,1
5941,connected components,Connected Components,1,1
5942,generalized - brain - state - in -,Generalized - Brain - State - in -,1,1
5943,gbsb model,GBSB model,1,1
5944,divide,divide,1,1
5945,hybrid,hybrid,1,1
5946,neural - genetic multimodel parameter estimation algorithm,neural - genetic multimodel parameter estimation algorithm,1,1
5947,tail recursion,tail recursion,1,1
5948,higher logic,higher logic,1,1
5949,mutual recursion,mutual recursion,1,1
5950,semantic representation,semantic representation,1,1
5951,tilt table test,tilt table test,1,1
5952,tilt table,tilt table,1,1
5953,body mass index,body mass index,1,1
5954,logistic regression,logistic regression,1,4
5955,cardiac index,cardiac index,1,1
5956,manifold distance,manifold distance,1,1
5957,manifold spectral clustering method,manifold spectral clustering method,1,1
5958,manifold generation,manifold generation,1,1
5959,manifold clustering,manifold clustering,1,1
5960,manifold representation,manifold representation,1,1
5961,image segmentation method,image segmentation method,1,1
5962,fuzzy inductive reasoning fir methodology,Fuzzy Inductive Reasoning FIR methodology,1,1
5963,zhengzhou city space expansion,Zhengzhou city space expansion,1,1
5964,zhengzhou city expansion,Zhengzhou city expansion,1,1
5965,statistical - based disambiguation,statistical - based disambiguation,1,1
5966,dictionary - based translation,dictionary - based translation,1,1
5967,bos taurus,Bos Taurus,1,1
5968,action language,Action Language,1,1
5969,foundational uml alf,Foundational UML Alf,1,1
5970,shape,shape,1,1
5971,probabilistic models,probabilistic models,1,2
5972,recurrent neural networks,recurrent neural networks,1,2
5973,streamspin,Streamspin,1,1
5974,location - based services,location - based services,1,1
5975,really simple syndication rss,Really Simple Syndication RSS,1,1
5976,atom format,Atom format,1,1
5977,atom,Atom,1,1
5978,geospatial client,geospatial client,1,1
5979,spatial data infrastructure,Spatial Data Infrastructure,1,1
5980,gauge transformation,gauge transformation,1,1
5981,vertex - irf transformations,vertex - IRF transformations,1,1
5982,vertex - irf transformation,vertex - IRF transformation,1,1
5983,lie algebras,Lie algebras,1,1
5984,statistical mechanics,statistical mechanics,1,1
5985,nshortest paths algorithm,NShortest Paths algorithm,1,1
5986,dijkstra algorithm,Dijkstra algorithm,1,1
5987,gis theory,GIS theory,1,1
5988,robust structural metric learning algorithm,robust structural metric learning algorithm,1,1
5989,metric learning algorithms,Metric learning algorithms,1,1
5990,kaiser,Kaiser,1,1
5991,kaiser window,Kaiser window,1,1
5992,side - lobe roll - off ratio,side - lobe roll - off ratio,1,1
5993,cost - benefit analysis,cost - benefit analysis,1,1
5994,fuzzy index,fuzzy index,1,1
5995,function - optimization problem,function - optimization problem,1,1
5996,boundary selection problem,Boundary Selection Problem,1,1
5997,bsp heuristic,BSP Heuristic,1,1
5998,semantic,Semantic,1,1
5999,semantic web framework,Semantic Web framework,1,1
6000,weighted,weighted,1,1
6001,adaptive weighted particle swarm optimization,adaptive weighted particle swarm optimization,1,1
6002,adaptive weighed particle swarm optimization,Adaptive weighed particle swarm optimization,1,1
6003,t - norms,t - norms,1,2
6004,pre - fft beamformer,pre - FFT beamformer,1,1
6005,co - channel interference cci,co - channel interference CCI,1,1
6006,keywords - ofdm,Keywords - OFDM,1,1
6007,adaptive antenna array,adaptive antenna array,1,1
6008,pre - fft adaptive beamformer,pre - FFT adaptive beamformer,1,1
6009,pre - fft,pre - FFT,1,1
6010,vxinsight visualization,VxInsight visualization,1,1
6011,grant -,grant -,1,1
6012,behavioral,Behavioral,1,1
6013,self - organizing map ksom,Self - organizing Map KSOM,1,1
6014,keywordstraffic forecasting,Keywordstraffic forecasting,1,1
6015,intelligent transportation,Intelligent Transportation,1,1
6016,kohonen self - organizing map ksom,Kohonen Self - Organizing Map KSOM,1,1
6017,clustering,clustering,1,1
6018,phonetic engine pewhich,Phonetic Engine PEwhich,1,1
6019,phono - tactic rules,phono - tactic rules,1,1
6020,interactive track,Interactive Track,1,1
6021,poisson equations,Poisson equations,1,1
6022,dirichlet boundary,Dirichlet boundary,1,1
6023,q,Q,1,1
6024,ls - svms,LS - SVMs,1,1
6025,me - nm,Me - Nm,1,1
6026,pe - kw,Pe - kW,1,1
6027,fuzzy expert system fes,fuzzy expert system FES,1,1
6028,matlab,Matlab,1,1
6029,ii navigation hierarchy,ii Navigation Hierarchy,1,1
6030,semantic relation interpretation,semantic relation interpretation,1,1
6031,first - order logic language,first - order logic language,1,1
6032,temperature compensation model,temperature compensation model,1,1
6033,self - learning,self - learning,1,1
6034,intelligent sensor modeling,intelligent sensor modeling,1,1
6035,temperature,temperature,1,1
6036,ga - improved wavelet neural network,GA - improved wavelet neural network,1,1
6037,machine - learning framework,machine - learning framework,1,1
6038,portfolio insurance,portfolio insurance,1,1
6039,blstm - hmm,BLSTM - HMM,1,1
6040,recurrent neural networks rnns,Recurrent Neural Networks RNNs,1,1
6041,adaptive fuzzy - neural network afnn,adaptive fuzzy - neural network AFNN,1,1
